ph_drop,exp_rrain,interval,emi,final_omegaclc,final_omegaarg,final_sir,final_high_omegaclc,final_high_omegaarg,init_omegaclc,init_omegaarg,init_high_omegaclc,init_high_omegaarg,init_sir
0.2,0,6000,2786.4254022505215,3.783561547309916,1.7464744621305266,66.50518860443813,2.3489671285446203,1.049985201213306,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.2,1,6000,3272.7950981269623,3.9372290156941387,1.8181609393689615,64.18618573595796,2.3883716086105995,1.0679054391514473,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.2,2,6000,3591.7568535300093,4.039942496425963,1.8660526264431114,62.64882697796023,2.4163377665150403,1.0805934972318592,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.3,0,6000,4596.58273498509,3.2368246225135135,1.4996613758599502,98.30247943828051,2.000230830081898,0.8963379383641475,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.3,1,6000,5343.609494644879,3.4233969075908446,1.5870220388005134,93.4004279718548,2.0485989540309024,0.9183860047268176,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.3,2,6000,5803.9440144741775,3.5378542208312225,1.6406242601145686,90.57145692119242,2.0800533295352794,0.9327043486190452,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.4,0,6000,6826.4295818572355,2.776429503225759,1.2911445896908966,144.2277510094454,1.706827213526902,0.7668149569061773,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.4,1,6000,7832.3500350321765,2.9656863835529497,1.3802170678106773,136.252357309589,1.7506500116706922,0.7869314061050212,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.4,2,6000,8395.54852397806,3.073761036921942,1.4310318334523568,131.73872325220864,1.7793787519950997,0.8000534698729111,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
