ph_drop,nsi,age,emi,final_omegaclc,final_omegaarg,final_sir,final_high_omegaclc,final_hihg_omegaarg,init_omegaclc,init_omegaarg,init_high_omegaclc,init_high_omegaarg,init_sir
0.2,0.1,20000,3752.320078457621,3.9695758728858346,1.833453773719244,63.52570303948789,2.4540484526871804,1.0973947259565362,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.2,0.2,20000,3979.8916014882734,4.009493331548253,1.852116436059725,62.92884100655231,2.475968258990517,1.1072896404309944,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.2,0.3,20000,4246.718362295098,4.056306450826575,1.8739553656247643,62.17110430928181,2.5018589825638817,1.1189571331902852,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.2,0.4,20000,4561.783363626738,4.109854185338932,1.8989958643505038,61.403543985869184,2.531228936288829,1.132217084727887,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.2,0.5,20000,4935.776601527902,4.168886651134034,1.9256316218079192,60.49843792322474,2.5653753821452074,1.1474743460219217,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.2,0.6,20000,5384.06675570759,4.222660130573907,1.9496930195479603,59.47005549334317,2.597962112949788,1.161764519607231,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.3,0.1,20000,6145.219105407351,3.479168063736202,1.6133263422416018,91.42320061611717,2.1374995504960648,0.9584001944758327,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.3,0.2,20000,6481.250320556451,3.523347153536844,1.6341118317835492,90.43115148193439,2.1618298028204186,0.9694334178471138,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.3,0.3,20000,6884.063909430638,3.5775432700076877,1.65952092973539,89.03319233157032,2.191919258322972,0.9830406270337386,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.3,0.4,20000,7370.2643217550785,3.6411440593386697,1.6893640036242392,87.48715878050751,2.2270425376369025,0.9989347361451141,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.3,0.5,20000,7961.330837337002,3.7086509513757737,1.7195917681429358,85.77708053187304,2.2668185545265387,1.016601388182033,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.3,0.6,20000,8689.130921345593,3.7648103094509966,1.744640538111125,83.7654218677825,2.3009150084874204,1.0314678479950155,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.4,0.1,20000,9027.776857200335,3.0377937632667367,1.4144516239746223,132.48298178090766,1.8555272174128574,0.8343265152384963,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.4,0.2,20000,9473.545838243812,3.0841825009339106,1.4363117994700447,130.5215013063267,1.8810213937960685,0.8458996200544906,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.4,0.3,20000,10026.403685022535,3.140966470749722,1.4630788350356811,128.20784659264885,1.9122130834591362,0.860062461745393,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.4,0.4,20000,10718.232527354852,3.2105368117297965,1.495379116834051,125.43324155296196,1.9507745341593907,0.8775712522914854,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.4,0.5,20000,11591.915519010243,3.280730459728307,1.5270237086295044,122.212558206671,1.9924246264239076,0.8958902581400087,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
0.4,0.6,20000,12715.95623667974,3.3417741876855946,1.5544630582590064,118.2795760286491,2.0279432347427075,0.9114501294918008,5.119166246324791,2.3461961045888513,3.2038549438008315,1.4254876950406166,30.903993733792245
